C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_46_743.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_46_743.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_46_743.jpg, 0, 0, 0, 7.825738E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_46_846.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_46_846.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_46_846.jpg, 0, 0, 0, 7.823572E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_46_948.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_46_948.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_46_948.jpg, 0, 0, 0, 7.989554E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_048.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_048.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_048.jpg, 0, 0, 0, 7.797687E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_148.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_148.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_148.jpg, 0, 0, 0, 7.788395E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_250.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_250.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_250.jpg, 0, 0, 0, 7.821326E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_352.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_352.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_352.jpg, 0, 0, 0, 7.867903E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_454.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_454.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_454.jpg, 0, 0, 0, 7.905601E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_558.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_558.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_558.jpg, 0, 0, 0, 8.068076E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_662.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_662.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_662.jpg, 0, 0, 0, 7.949518E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_762.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_762.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_762.jpg, 0, 0, 0, 7.968461E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_865.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_865.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_865.jpg, 0, 0, 0, 7.83368E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_47_967.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_47_967.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_47_967.jpg, 0, 0, 0, 7.83669E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_48_068.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_48_068.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_48_068.jpg, 0, 0, 0, 7.815089E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_48_171.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_48_171.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_48_171.jpg, 0, 0, 0, 8.136543E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_48_273.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_48_273.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_48_273.jpg, 0, 0, 0, 7.806552E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_48_375.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_48_375.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_48_375.jpg, 0, 0, 0, 7.827213E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_48_480.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_48_480.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_48_480.jpg, 0, 0, 0, 7.832534E-05
C:\Users\MOH\Downloads\simulator-windows-32\IMG\center_2026_06_04_10_12_48_583.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\left_2026_06_04_10_12_48_583.jpg, C:\Users\MOH\Downloads\simulator-windows-32\IMG\right_2026_06_04_10_12_48_583.jpg, 0, 0, 0, 8.121802E-05
